技术与专业能力,如何正确理解用户的需求？
技术与专业能力,实习里广告投放的类型
技术与专业能力,漏斗模型的用户分层，对广告账户划分哪几类，打了什么样的标签？
技术与专业能力,如何判断客群具备更高消费能力？
技术与专业能力,流量策略分发的内容具体是什么？
技术与专业能力,如果有一天活跃人数比前一天骤降了10%，你会从哪几个方面去排查问题
技术与专业能力,数据产品的理解
技术与专业能力,SQL的水平如何？
技术与专业能力,团队由哪些人组成？
技术与专业能力,关注比较多的指标是什么？
技术与专业能力,快手和抖音有什么区别？
技术与专业能力,产品经理和产品运营的区别？
技术与专业能力,两者重叠的核心部分是什么？
技术与专业能力,B端产品和C端产品的区别?
技术与专业能力,你是怎么学习广告投放相关知识的？
技术与专业能力,如果负责的广告投放项目效果不佳，你会采取哪些措施改进？
技术与专业能力,你觉得应该如何平衡广告投放的效果和成本？
技术与专业能力,面试官重点考察AB测试相关经历。
技术与专业能力,被问及是否用数据详细评估每个功能点对KPI的贡献（回答未接触过）。
技术与专业能力,对广告产品的底层逻辑理解：争夺用户注意力并转化为商业价值，结合海盗模型分析广告在用户获取、激活等环节的作用。
技术与专业能力,提及字节系广告优势（用户数据、千人千面投放）。
技术与专业能力,项目收益的测算方法
技术与专业能力,项目中标签的逻辑设计
技术与专业能力,策略数据建设项目介绍
技术与专业能力,从产品角度分析特价与低价的差异
技术与专业能力,美团特价策略的追踪与调整方法
技术与专业能力,供应链仓库人效指标设计
产品设计与优化,如何在支付环节进行商品搭售
产品设计与优化,具体怎么做，理由是什么
产品设计与优化,优化一个现有产品功能，怎么做
产品设计与优化,介绍一个项目，说明项目的难点，解决什么问题，有什么效果，还可以怎么改进？
产品设计与优化,设计一个社交平台的信息流广告。
产品设计与优化,这个社交平台信息流广告的用户定位是什么？
产品设计与优化,本地投放基建的重要性、本地投放基建的主要工作内容是什么？
产品设计与优化,如果你做一个商家团购的产品，怎么来规划，商家可能更想看到哪些信息？
产品设计与优化,情境题：设计一条从西苑到国贸的公交线路，给出设计思路，方案评估体系，优劣势
产品设计与优化,本地投放基建的重要性、本地投放基建的主要工作内容是什么？
产品设计与优化,实习项目的目标用户是谁？如何定位？
产品设计与优化,如何对竞品进行深入分析？
产品设计与优化,针对目标用户设计了哪些功能点？
产品设计与优化,如何衡量功能效果？是否有数据验证？
产品设计与优化,提出一个华为的优点和缺点
产品设计与优化,在全站流量中，你所在业务占比多少？
产品设计与优化,最经常用的软件（抖音）
产品设计与优化,聊一聊抖音首页推荐算法的优缺点
产品设计与优化,你有没有比较好的优化手段（信息茧房、内容同质化，可以根据标签等优化）
产品设计与优化,如果让你将这个决策落地，可能会要经过哪些步骤
产品设计与优化,假设场景：快手的电商交易额出现下降，分析下降原因？分析思路
产品设计与优化,你对哈啰的广告投放业务有什么独特的见解或想法？
产品设计与优化,广告导致用户流失的解决方案：分析原因（推送不精准、频次高），提出付费替代广告、观察用户行为路径、收集反馈评论等。
产品设计与优化,收集负反馈的问卷逻辑：固定入口（如设置页）+ 针对性入口（广告页离开时弹窗问卷）。
产品设计与优化,特价低价数据产品的功能设计及核心差异
产品设计与优化,创业项目的用户痛点分析及小程序特点
产品设计与优化,在产品设计过程中，如何平衡用户体验和商业目标
产品设计与优化,负责新项目时如何开展前期市场调研
 其他,反问
 其他,实习项目细节深挖（可能涉及多方面问题，包括技术、设计、优化等）
 其他,对美团的未来发展有什么看法
 其他,对行业资讯有没有关注，关注哪些方面，行业资讯背后的原因是什么？
 其他,对美团的未来发展有什么看法？
 其他,反问
 其他,沟通能力怎么样？
 其他,未来的职业规划方向？
 其他,为什么想做产品运营？
 其他,需求收集与过滤占比较高，能接受吗？
 其他,未来希望做产品运营还是产品经理？
 其他,对该产品的哪条业务线感兴趣？
 其他,为什么想做B端产品？（过往为电商运营经验）
 其他,如何加深对业务的理解？
